"Diabetes, urogenital, blood, and endocrine diseases",,,,,,,,,,
Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Sherman County, Nebraska",31163,"41.90 (38.12, 45.87)","42.76 (39.38, 46.52)","43.66 (40.34, 47.28)","49.61 (45.65, 53.85)","55.97 (51.47, 60.50)","58.31 (53.47, 63.90)","54.12 (49.08, 59.58)","53.27 (47.93, 59.09)","27.13 (10.29, 45.72)"
"Sioux County, Nebraska",31165,"30.90 (27.33, 34.85)","30.95 (27.61, 34.81)","31.11 (27.65, 34.65)","32.92 (29.41, 36.89)","34.74 (30.77, 39.12)","32.87 (29.06, 37.27)","28.41 (24.61, 32.28)","29.48 (25.40, 34.01)","-4.58 (-19.54, 10.97)"
"Stanton County, Nebraska",31167,"29.46 (26.47, 32.51)","30.14 (27.41, 32.98)","31.08 (28.31, 33.97)","34.68 (31.86, 37.72)","38.17 (35.04, 41.67)","39.01 (35.34, 42.66)","37.70 (33.82, 41.82)","37.00 (32.84, 41.39)","25.57 (8.40, 43.95)"
"Thayer County, Nebraska",31169,"36.73 (33.52, 40.30)","38.32 (35.36, 41.41)","40.61 (37.74, 43.69)","44.97 (41.95, 48.21)","49.71 (46.29, 53.38)","51.52 (47.79, 55.62)","48.90 (45.08, 52.96)","50.30 (45.57, 55.00)","36.93 (18.92, 56.19)"
"Thomas County, Nebraska",31171,"31.81 (27.38, 36.53)","33.03 (28.94, 37.47)","34.32 (29.92, 38.95)","38.00 (32.93, 43.37)","40.93 (35.30, 47.27)","39.84 (33.93, 46.24)","37.64 (31.98, 44.32)","39.59 (33.42, 47.28)","24.47 (3.96, 46.52)"
"Thurston County, Nebraska",31173,"57.30 (52.68, 62.35)","66.14 (60.91, 71.21)","77.10 (72.00, 82.69)","91.95 (86.32, 98.05)","107.82 (100.66, 114.88)","122.51 (113.81, 131.54)","118.64 (109.91, 127.60)","127.03 (116.88, 137.66)","121.69 (96.33, 152.17)"
"Valley County, Nebraska",31175,"34.00 (30.51, 37.34)","34.69 (31.69, 37.99)","36.16 (33.20, 39.07)","41.00 (37.83, 44.46)","46.80 (43.14, 50.78)","47.70 (43.83, 52.20)","44.90 (40.69, 49.38)","45.96 (41.30, 50.98)","35.17 (16.98, 57.02)"
"Washington County, Nebraska",31177,"32.58 (29.76, 35.57)","35.38 (32.74, 37.97)","37.63 (35.09, 40.42)","42.47 (39.82, 45.40)","48.22 (45.15, 51.50)","51.62 (47.97, 55.25)","48.03 (44.64, 51.68)","50.49 (46.55, 54.31)","54.99 (37.40, 73.32)"
"Wayne County, Nebraska",31179,"26.55 (24.20, 29.24)","27.63 (25.42, 30.06)","28.73 (26.59, 31.08)","32.74 (30.35, 35.41)","36.77 (34.00, 39.66)","38.24 (35.32, 41.41)","36.30 (33.18, 39.32)","37.35 (33.90, 41.12)","40.64 (23.12, 58.97)"
"Webster County, Nebraska",31181,"35.94 (32.85, 39.44)","39.16 (35.99, 42.46)","42.28 (39.22, 45.50)","48.52 (44.95, 52.19)","54.70 (50.70, 58.84)","60.76 (55.70, 65.76)","60.07 (54.95, 65.36)","61.58 (56.01, 68.05)","71.33 (50.44, 95.10)"
"Wheeler County, Nebraska",31183,"34.21 (29.50, 39.07)","35.08 (30.79, 39.85)","36.56 (32.31, 41.57)","40.64 (36.01, 46.05)","45.82 (40.28, 52.02)","45.44 (39.74, 52.16)","44.23 (37.93, 50.99)","47.34 (40.37, 55.44)","38.36 (18.60, 62.38)"
"York County, Nebraska",31185,"29.84 (27.49, 32.46)","32.20 (29.86, 34.73)","35.00 (32.72, 37.39)","40.44 (37.86, 43.42)","46.40 (43.34, 49.58)","50.57 (47.40, 54.00)","50.30 (46.67, 54.30)","52.50 (48.46, 56.74)","75.92 (57.68, 97.73)"
Nevada,32,"42.61 (41.07, 44.32)","44.04 (42.69, 45.52)","45.21 (43.79, 46.66)","50.86 (49.45, 52.41)","52.40 (51.04, 53.80)","52.35 (50.90, 53.83)","49.15 (47.77, 50.51)","45.67 (44.25, 47.11)","7.20 (2.49, 12.16)"
"Carson City, Nevada",32510,"35.40 (32.78, 37.94)","37.71 (35.47, 40.15)","42.03 (39.75, 44.35)","48.67 (46.02, 51.42)","58.16 (55.26, 60.99)","65.46 (62.06, 68.89)","68.31 (64.66, 72.18)","71.35 (67.44, 75.63)","101.58 (82.37, 121.34)"
"Churchill County, Nevada",32001,"40.03 (36.73, 43.33)","42.00 (38.94, 45.19)","44.59 (41.90, 47.45)","49.45 (46.59, 52.26)","57.00 (53.74, 60.28)","60.17 (56.53, 63.78)","60.16 (56.62, 64.01)","63.20 (58.70, 67.83)","57.91 (42.08, 75.99)"
"Clark County, Nevada",32003,"49.98 (47.68, 52.44)","49.88 (47.75, 51.92)","49.48 (47.52, 51.49)","55.40 (53.62, 57.38)","54.39 (52.70, 56.16)","52.55 (50.80, 54.26)","47.94 (46.36, 49.47)","42.17 (40.68, 43.70)","-15.63 (-20.50, -10.85)"
"Douglas County, Nevada",32005,"30.28 (27.88, 32.93)","31.51 (29.38, 33.98)","32.81 (30.80, 35.02)","35.00 (32.92, 37.23)","38.67 (36.57, 40.82)","40.63 (38.27, 42.90)","39.61 (37.23, 42.09)","39.81 (37.22, 42.58)","31.48 (17.55, 46.26)"
"Elko County, Nevada",32007,"45.27 (41.91, 48.93)","46.08 (43.08, 49.13)","47.01 (43.98, 50.20)","52.56 (49.41, 55.68)","59.01 (55.67, 62.17)","60.48 (57.00, 64.02)","57.93 (54.59, 61.36)","61.16 (57.51, 64.89)","35.09 (22.09, 49.07)"
"Esmeralda County, Nevada",32009,"35.56 (30.91, 40.62)","35.40 (31.04, 40.33)","35.36 (31.04, 40.24)","40.01 (34.93, 45.37)","46.71 (40.61, 53.20)","43.81 (37.53, 50.42)","43.66 (36.85, 51.40)","45.31 (37.55, 53.88)","27.41 (5.44, 53.26)"
"Eureka County, Nevada",32011,"42.24 (36.93, 47.88)","44.20 (39.18, 50.15)","44.85 (39.82, 50.41)","48.13 (42.42, 54.15)","50.08 (44.21, 56.18)","50.22 (43.95, 56.74)","47.45 (40.96, 54.20)","51.23 (43.73, 59.55)","21.28 (2.47, 43.57)"
"Humboldt County, Nevada",32013,"47.18 (43.05, 51.63)","48.80 (45.08, 52.82)","51.40 (47.92, 55.28)","57.43 (53.51, 61.38)","65.53 (61.24, 70.07)","71.55 (66.61, 76.83)","69.59 (64.20, 74.84)","72.26 (66.49, 78.36)","53.14 (37.04, 72.70)"
"Lander County, Nevada",32015,"41.54 (37.15, 46.52)","41.85 (37.70, 46.34)","41.55 (37.83, 45.50)","48.27 (43.85, 52.59)","55.11 (50.12, 60.07)","57.50 (52.12, 62.99)","53.84 (48.35, 59.44)","53.82 (47.80, 59.97)","29.57 (12.98, 51.00)"
"Lincoln County, Nevada",32017,"47.38 (42.93, 52.12)","48.86 (44.95, 53.33)","51.07 (47.07, 55.15)","58.20 (54.01, 62.82)","65.58 (60.67, 70.79)","65.68 (60.36, 71.14)","65.01 (59.79, 71.09)","66.95 (60.87, 73.88)","41.30 (25.03, 59.28)"
"Lyon County, Nevada",32019,"38.73 (35.58, 41.81)","40.75 (38.08, 43.66)","43.98 (41.33, 46.99)","49.26 (46.52, 52.14)","56.83 (53.85, 59.73)","60.55 (57.38, 63.74)","60.67 (57.47, 63.96)","65.57 (61.49, 69.45)","69.30 (53.24, 87.30)"
"Mineral County, Nevada",32021,"48.48 (44.00, 53.15)","49.43 (45.64, 53.74)","50.40 (46.77, 54.36)","56.41 (52.20, 60.30)","64.50 (60.09, 69.14)","67.88 (62.43, 73.23)","62.35 (57.09, 67.82)","66.54 (60.16, 73.35)","37.24 (19.42, 58.06)"
"Nye County, Nevada",32023,"41.47 (38.20, 44.73)","40.51 (37.78, 43.29)","42.85 (40.10, 45.59)","46.10 (43.65, 48.84)","51.50 (48.77, 54.43)","53.72 (50.87, 56.50)","53.71 (50.72, 56.73)","52.44 (49.22, 55.48)","26.47 (14.45, 39.06)"
"Pershing County, Nevada",32027,"43.80 (39.04, 48.65)","45.42 (41.01, 50.29)","47.41 (43.32, 51.95)","51.76 (47.05, 56.22)","59.76 (54.83, 64.78)","62.37 (57.19, 67.57)","60.36 (54.90, 65.98)","60.19 (54.02, 66.94)","37.42 (18.55, 60.32)"
"Storey County, Nevada",32029,"28.02 (24.20, 32.49)","25.22 (22.26, 28.65)","24.92 (22.15, 28.04)","27.20 (24.29, 30.25)","30.85 (27.25, 34.58)","31.47 (27.83, 35.22)","29.80 (25.98, 33.82)","30.59 (26.30, 34.83)","9.19 (-9.28, 30.46)"
"Washoe County, Nevada",32031,"29.38 (27.84, 31.14)","32.62 (30.91, 34.26)","34.59 (33.06, 36.26)","37.90 (36.24, 39.63)","42.39 (40.55, 44.17)","45.86 (43.92, 47.72)","46.20 (44.25, 48.01)","48.29 (46.10, 50.39)","64.37 (53.21, 75.87)"
"White Pine County, Nevada",32033,"56.77 (52.08, 60.93)","59.28 (55.06, 63.50)","62.36 (58.13, 66.60)","70.13 (65.70, 74.82)","79.20 (74.68, 83.86)","83.58 (78.55, 88.96)","79.41 (74.23, 85.20)","82.33 (76.56, 88.71)","45.02 (29.74, 62.29)"
New Hampshire,33,"42.26 (40.60, 43.89)","43.38 (41.94, 44.83)","43.64 (42.36, 45.00)","47.14 (45.75, 48.57)","51.59 (50.11, 53.11)","52.03 (50.45, 53.64)","48.31 (46.77, 49.79)","48.68 (46.99, 50.35)","15.20 (10.16, 19.89)"
"Belknap County, New Hampshire",33001,"39.57 (36.71, 42.45)","40.15 (37.67, 42.72)","40.52 (38.13, 42.97)","41.84 (39.47, 44.40)","44.40 (41.94, 47.16)","45.21 (42.73, 47.82)","41.16 (38.60, 43.78)","40.12 (37.34, 42.98)","1.39 (-7.88, 11.87)"
"Carroll County, New Hampshire",33003,"37.35 (34.57, 40.16)","38.88 (36.57, 41.41)","38.51 (36.21, 40.70)","41.42 (39.13, 43.73)","44.96 (42.49, 47.44)","45.53 (42.97, 48.22)","42.00 (39.67, 44.43)","40.59 (37.92, 43.23)","8.69 (-1.45, 19.58)"
"Cheshire County, New Hampshire",33005,"43.37 (40.41, 46.32)","44.40 (41.84, 46.96)","45.40 (43.06, 47.89)","48.45 (45.99, 51.08)","52.17 (49.58, 55.00)","52.72 (50.03, 55.49)","49.28 (46.51, 52.04)","49.32 (46.46, 52.10)","13.74 (3.35, 24.01)"
"Coos County, New Hampshire",33007,"44.77 (41.45, 48.00)","46.51 (43.49, 49.49)","48.56 (45.95, 51.44)","54.85 (51.85, 57.92)","59.15 (56.12, 62.55)","59.96 (56.91, 63.11)","57.74 (54.54, 61.33)","59.74 (56.19, 63.50)","33.42 (22.14, 46.39)"
"Grafton County, New Hampshire",33009,"44.87 (42.30, 47.71)","45.46 (42.94, 48.05)","44.61 (42.47, 47.14)","46.94 (44.69, 49.23)","49.25 (46.84, 51.77)","50.06 (47.69, 52.69)","45.05 (42.59, 47.38)","45.57 (43.01, 48.09)","1.57 (-5.93, 9.79)"
"Hillsborough County, New Hampshire",33011,"41.58 (39.32, 44.01)","42.88 (40.84, 44.98)","42.58 (40.64, 44.52)","47.04 (45.06, 49.25)","53.59 (51.37, 55.80)","52.72 (50.50, 55.11)","50.22 (48.16, 52.52)","50.98 (48.70, 53.46)","22.61 (14.88, 31.48)"
"Merrimack County, New Hampshire",33013,"40.23 (37.82, 42.49)","42.15 (39.85, 44.48)","42.46 (40.34, 44.56)","47.18 (44.91, 49.40)","52.19 (49.81, 54.71)","54.47 (51.99, 56.98)","49.23 (46.79, 51.77)","51.63 (49.09, 54.53)","28.33 (18.89, 38.49)"
"Rockingham County, New Hampshire",33015,"41.79 (39.38, 44.11)","42.52 (40.37, 44.70)","42.48 (40.62, 44.57)","44.27 (42.21, 46.47)","47.17 (45.08, 49.39)","48.16 (46.00, 50.29)","43.11 (41.05, 45.16)","43.29 (41.27, 45.47)","3.60 (-2.93, 11.66)"
"Strafford County, New Hampshire",33017,"47.13 (44.24, 50.26)","47.85 (45.10, 50.56)","49.59 (47.20, 51.95)","54.02 (51.40, 56.67)","59.94 (57.07, 62.98)","60.57 (57.84, 63.40)","58.97 (56.03, 61.75)","58.01 (54.99, 61.27)","23.09 (13.33, 34.08)"
"Sullivan County, New Hampshire",33019,"45.04 (42.04, 48.20)","45.90 (43.30, 48.62)","48.04 (45.53, 50.82)","52.54 (49.80, 55.72)","55.72 (52.77, 58.57)","57.08 (54.07, 60.03)","53.89 (50.82, 57.03)","54.32 (50.96, 57.55)","20.60 (9.64, 31.95)"
New Jersey,34,"54.24 (52.73, 55.85)","55.02 (53.84, 56.32)","57.56 (56.35, 58.79)","60.93 (59.67, 62.33)","63.16 (61.80, 64.51)","61.95 (60.58, 63.42)","56.52 (55.12, 57.82)","55.21 (53.74, 56.68)","1.80 (-1.77, 5.16)"
"Atlantic County, New Jersey",34001,"59.73 (56.68, 62.74)","56.94 (54.39, 59.67)","58.20 (55.79, 60.86)","66.67 (64.04, 69.45)","70.23 (67.58, 72.89)","72.54 (69.79, 75.54)","66.92 (64.32, 69.52)","64.07 (61.57, 66.78)","7.27 (0.88, 14.76)"
"Bergen County, New Jersey",34003,"43.77 (41.80, 45.78)","41.67 (40.13, 43.37)","44.54 (42.93, 46.16)","45.35 (43.74, 46.99)","47.19 (45.64, 48.80)","44.26 (42.65, 45.95)","41.33 (39.79, 42.80)","41.46 (39.83, 43.08)","-5.29 (-10.65, 0.50)"
"Burlington County, New Jersey",34005,"46.63 (44.32, 48.97)","49.38 (47.28, 51.53)","50.67 (48.52, 52.86)","55.49 (53.35, 57.79)","59.84 (57.53, 61.98)","58.71 (56.45, 61.03)","56.14 (53.94, 58.38)","58.03 (55.55, 60.38)","24.45 (16.98, 32.28)"
"Camden County, New Jersey",34007,"64.27 (61.50, 67.20)","62.87 (60.52, 65.34)","64.72 (62.29, 67.22)","67.25 (64.78, 69.77)","74.40 (72.03, 76.95)","72.96 (70.44, 75.48)","67.60 (65.10, 69.95)","64.61 (62.30, 67.17)","0.53 (-5.18, 6.26)"
"Cape May County, New Jersey",34009,"47.13 (44.36, 50.01)","48.07 (45.47, 50.70)","48.58 (46.30, 50.83)","52.31 (49.98, 54.73)","55.51 (53.15, 58.14)","58.34 (55.73, 60.91)","53.99 (51.47, 56.60)","54.53 (51.89, 57.16)","15.71 (6.76, 24.97)"
"Cumberland County, New Jersey",34011,"65.39 (62.05, 69.09)","64.05 (60.92, 67.20)","66.58 (63.53, 69.70)","71.93 (68.77, 75.10)","79.92 (76.74, 83.34)","84.84 (80.90, 88.60)","75.41 (72.09, 78.58)","72.38 (68.95, 75.78)","10.69 (3.45, 18.86)"
"Essex County, New Jersey",34013,"67.46 (65.04, 70.16)","72.81 (70.26, 75.28)","77.81 (75.43, 80.28)","85.48 (82.94, 88.14)","84.47 (81.94, 86.89)","79.98 (77.62, 82.43)","70.87 (68.57, 73.12)","67.48 (65.28, 69.78)","0.03 (-4.70, 5.03)"
"Gloucester County, New Jersey",34015,"63.51 (60.24, 66.98)","61.41 (58.69, 64.45)","61.53 (58.85, 64.29)","65.23 (62.38, 67.92)","65.17 (62.33, 67.93)","69.00 (66.17, 71.88)","61.18 (58.79, 63.91)","58.65 (55.97, 61.49)","-7.65 (-13.62, -1.01)"
"Hudson County, New Jersey",34017,"62.65 (60.10, 65.38)","67.59 (65.04, 70.29)","76.47 (73.70, 79.24)","76.48 (73.92, 79.10)","78.05 (75.51, 80.65)","75.62 (73.04, 78.17)","67.10 (64.68, 69.44)","64.62 (62.32, 67.09)","3.14 (-2.19, 9.11)"
"Hunterdon County, New Jersey",34019,"48.11 (45.10, 51.38)","46.34 (43.85, 49.08)","44.90 (42.69, 47.45)","45.25 (43.06, 47.44)","46.80 (44.64, 49.05)","45.60 (43.40, 47.97)","38.70 (36.78, 40.85)","37.68 (35.59, 39.85)","-21.68 (-28.30, -14.72)"
"Mercer County, New Jersey",34021,"56.09 (53.51, 58.90)","56.24 (53.88, 58.72)","57.10 (54.83, 59.41)","61.03 (58.61, 63.52)","64.79 (62.14, 67.25)","59.78 (57.47, 62.17)","56.90 (54.57, 59.14)","55.25 (52.87, 57.71)","-1.49 (-7.53, 5.00)"
"Middlesex County, New Jersey",34023,"52.66 (50.20, 55.30)","52.66 (50.72, 54.81)","56.78 (54.68, 59.05)","56.51 (54.41, 58.44)","59.58 (57.40, 61.61)","54.62 (52.76, 56.54)","53.80 (51.94, 55.64)","51.23 (49.25, 53.19)","-2.72 (-8.11, 3.14)"
"Monmouth County, New Jersey",34025,"57.09 (54.59, 59.80)","57.20 (54.95, 59.54)","57.55 (55.44, 59.90)","64.84 (62.60, 67.24)","65.13 (62.82, 67.52)","61.32 (59.11, 63.57)","53.20 (51.28, 55.17)","51.98 (49.90, 54.07)","-8.95 (-13.77, -3.80)"
"Morris County, New Jersey",34027,"42.17 (40.14, 44.33)","42.98 (41.22, 44.96)","45.32 (43.54, 47.34)","47.58 (45.72, 49.64)","48.88 (46.98, 50.86)","51.79 (49.90, 53.87)","45.32 (43.54, 47.09)","43.29 (41.40, 45.31)","2.65 (-4.23, 9.47)"
"Ocean County, New Jersey",34029,"46.13 (44.02, 48.30)","46.27 (44.48, 48.24)","48.90 (47.07, 50.87)","52.69 (50.80, 54.68)","60.15 (58.10, 62.21)","57.04 (55.19, 59.05)","54.04 (52.15, 56.07)","53.99 (52.05, 55.99)","17.03 (10.37, 23.79)"
"Passaic County, New Jersey",34031,"55.36 (52.92, 57.97)","59.24 (57.00, 61.78)","61.65 (59.38, 64.17)","66.59 (63.99, 69.06)","65.83 (63.59, 68.09)","70.25 (67.99, 72.81)","60.34 (58.11, 62.61)","59.97 (57.82, 62.36)","8.32 (1.87, 15.15)"
"Salem County, New Jersey",34033,"56.75 (53.14, 60.40)","57.94 (54.59, 61.39)","61.69 (58.33, 64.72)","68.32 (65.06, 71.82)","74.70 (71.25, 78.46)","79.66 (75.91, 83.43)","77.09 (73.34, 80.83)","77.64 (73.68, 81.67)","36.82 (26.03, 48.27)"
"Somerset County, New Jersey",34035,"49.09 (46.47, 51.82)","47.40 (45.08, 49.59)","48.20 (45.92, 50.36)","52.18 (49.86, 54.48)","54.18 (51.89, 56.39)","54.61 (52.30, 56.83)","48.23 (46.20, 50.25)","49.80 (47.72, 51.94)","1.45 (-4.57, 8.29)"
"Sussex County, New Jersey",34037,"50.01 (47.14, 53.05)","50.57 (47.80, 53.39)","51.89 (49.42, 54.66)","56.44 (53.94, 59.10)","60.78 (57.98, 63.51)","63.56 (60.71, 66.55)","59.78 (56.98, 62.63)","60.42 (57.37, 63.49)","20.81 (12.01, 29.93)"
"Union County, New Jersey",34039,"49.28 (47.04, 51.74)","52.66 (50.72, 54.76)","56.77 (54.68, 58.84)","60.86 (58.69, 63.11)","59.22 (57.20, 61.42)","65.43 (63.10, 67.80)","58.78 (56.63, 60.97)","55.95 (53.78, 58.23)","13.52 (6.60, 20.66)"
"Warren County, New Jersey",34041,"55.54 (52.19, 59.22)","52.85 (50.07, 55.73)","54.40 (51.59, 57.21)","57.45 (54.75, 60.08)","60.45 (57.69, 63.46)","58.20 (55.08, 61.28)","55.45 (52.55, 58.28)","54.65 (51.89, 57.46)","-1.60 (-9.35, 6.70)"
New Mexico,35,"46.75 (45.22, 48.33)","47.63 (46.40, 48.93)","50.03 (48.80, 51.38)","55.72 (54.31, 57.14)","59.96 (58.53, 61.49)","63.18 (61.62, 64.72)","61.10 (59.51, 62.67)","61.52 (59.80, 63.21)","31.59 (26.65, 36.49)"
"Bernalillo County, New Mexico",35001,"45.33 (43.23, 47.31)","44.37 (42.54, 46.24)","45.55 (43.78, 47.48)","49.87 (48.11, 51.85)","51.18 (49.20, 53.34)","57.06 (54.92, 59.01)","56.20 (54.28, 58.36)","55.37 (53.14, 57.62)","22.16 (15.69, 28.64)"
"Catron County, New Mexico",35003,"37.30 (33.41, 41.57)","37.44 (34.07, 41.16)","38.02 (34.61, 41.34)","40.07 (36.75, 43.36)","43.69 (39.94, 47.35)","43.86 (40.06, 47.83)","40.77 (36.79, 44.62)","41.18 (37.03, 45.39)","10.41 (-3.69, 26.72)"
"Chaves County, New Mexico",35005,"41.68 (39.07, 44.38)","44.66 (42.30, 47.38)","48.57 (46.27, 51.10)","57.47 (54.72, 60.45)","66.99 (63.88, 70.05)","73.67 (70.22, 77.00)","73.22 (69.49, 76.77)","79.07 (75.03, 82.98)","89.71 (74.10, 105.50)"
"Cibola County, New Mexico",35006,"58.68 (55.47, 62.09)","61.18 (58.12, 64.54)","64.21 (61.38, 67.45)","71.31 (68.04, 74.82)","76.70 (73.38, 80.18)","79.65 (76.18, 83.30)","77.23 (73.47, 80.77)","76.90 (72.98, 80.72)","31.05 (21.66, 41.44)"
"Colfax County, New Mexico",35007,"43.70 (40.18, 47.26)","45.17 (42.06, 48.41)","47.74 (45.01, 50.78)","52.19 (49.24, 55.22)","58.46 (54.84, 61.81)","60.38 (56.64, 64.06)","57.44 (53.73, 61.28)","59.89 (55.51, 64.35)","37.05 (22.97, 54.08)"
"Curry County, New Mexico",35009,"37.22 (34.56, 39.99)","41.13 (38.39, 43.67)","46.31 (43.84, 48.85)","54.30 (51.53, 56.99)","63.40 (60.35, 66.95)","71.64 (67.89, 75.16)","71.51 (67.82, 75.34)","76.39 (72.35, 80.98)","105.23 (87.24, 127.48)"
"De Baca County, New Mexico",35011,"38.14 (34.37, 42.00)","40.40 (36.83, 44.40)","42.65 (39.18, 46.46)","47.07 (43.14, 51.25)","52.93 (48.23, 57.64)","54.26 (49.24, 59.68)","51.84 (46.63, 57.51)","52.68 (46.82, 59.16)","38.14 (20.01, 59.85)"
"Dona Ana County, New Mexico",35013,"50.58 (47.73, 53.45)","52.03 (49.30, 54.69)","54.06 (51.54, 56.57)","62.80 (60.07, 65.50)","67.37 (64.57, 70.14)","68.10 (65.48, 70.81)","63.86 (60.96, 66.60)","63.06 (60.22, 66.11)","24.67 (16.02, 33.94)"
"Eddy County, New Mexico",35015,"39.93 (37.40, 42.47)","43.60 (41.20, 45.93)","49.19 (46.47, 51.85)","54.73 (52.06, 57.58)","62.80 (59.93, 65.87)","65.03 (61.96, 68.42)","66.32 (62.87, 69.79)","70.44 (66.47, 74.38)","76.40 (61.58, 92.41)"
"Grant County, New Mexico",35017,"44.57 (41.52, 47.72)","45.42 (42.60, 48.25)","47.17 (44.45, 49.75)","51.10 (48.47, 53.64)","55.90 (53.01, 58.95)","54.42 (51.46, 57.43)","52.57 (49.55, 55.55)","53.91 (50.54, 57.35)","20.94 (9.82, 33.96)"
"Guadalupe County, New Mexico",35019,"55.66 (50.60, 61.58)","58.01 (53.03, 63.36)","61.70 (56.96, 66.81)","69.55 (64.35, 75.22)","78.20 (72.32, 84.92)","75.87 (69.79, 82.85)","71.33 (65.25, 78.34)","75.70 (68.34, 83.88)","36.00 (17.64, 57.13)"
"Harding County, New Mexico",35021,"40.81 (36.13, 46.07)","41.50 (37.05, 46.50)","42.70 (38.28, 47.66)","45.93 (41.22, 51.02)","52.23 (46.74, 58.18)","50.86 (44.87, 57.19)","47.96 (41.77, 54.29)","47.28 (40.67, 54.54)","15.86 (-1.48, 36.07)"
"Hidalgo County, New Mexico",35023,"52.02 (46.88, 57.12)","54.49 (49.56, 59.20)","58.17 (53.68, 62.83)","64.37 (59.73, 69.23)","73.75 (68.29, 79.10)","76.58 (70.78, 82.33)","71.33 (65.20, 77.54)","76.79 (69.75, 84.30)","47.61 (28.79, 69.92)"
"Lea County, New Mexico",35025,"39.48 (36.87, 42.16)","42.23 (39.73, 44.54)","48.33 (45.89, 51.02)","54.62 (51.98, 57.12)","63.25 (60.30, 66.46)","67.81 (64.40, 71.18)","68.23 (65.00, 71.98)","70.96 (67.24, 74.84)","79.72 (65.16, 96.46)"
"Lincoln County, New Mexico",35027,"40.51 (37.38, 43.48)","40.50 (37.79, 43.44)","42.38 (39.70, 45.20)","45.43 (42.79, 48.36)","48.56 (45.73, 51.55)","48.66 (45.85, 51.63)","47.28 (44.29, 50.37)","48.16 (45.02, 51.59)","18.88 (6.78, 31.30)"
"Los Alamos County, New Mexico",35028,"31.94 (28.96, 35.13)","31.41 (28.66, 34.53)","30.91 (28.69, 33.39)","32.90 (30.55, 35.26)","35.66 (33.39, 38.19)","35.52 (33.05, 38.29)","34.55 (31.80, 37.37)","34.62 (31.68, 37.67)","8.38 (-5.20, 22.92)"
"Luna County, New Mexico",35029,"48.43 (44.78, 52.26)","50.96 (47.60, 54.25)","52.73 (49.60, 55.81)","57.43 (54.33, 60.65)","63.37 (59.87, 66.78)","64.76 (61.46, 68.36)","61.65 (58.00, 65.62)","62.39 (58.35, 66.63)","28.82 (15.37, 43.54)"
"McKinley County, New Mexico",35031,"82.87 (77.80, 88.43)","87.35 (82.71, 92.16)","91.66 (87.19, 96.18)","105.55 (100.52, 110.51)","111.61 (106.68, 117.20)","115.71 (110.31, 121.03)","106.94 (101.67, 111.98)","110.40 (105.04, 115.86)","33.21 (22.44, 44.15)"
"Mora County, New Mexico",35033,"54.60 (49.75, 59.91)","55.33 (50.85, 59.95)","57.57 (53.33, 62.27)","64.21 (59.63, 69.07)","70.06 (64.86, 75.22)","67.22 (61.92, 73.00)","64.68 (59.13, 70.41)","66.76 (60.36, 73.58)","22.28 (8.24, 40.41)"
"Otero County, New Mexico",35035,"44.81 (41.66, 47.88)","46.64 (43.83, 49.37)","50.35 (47.62, 53.03)","58.96 (56.02, 61.97)","66.12 (62.98, 69.61)","71.54 (68.14, 75.23)","68.15 (64.83, 71.73)","70.40 (66.65, 74.21)","57.12 (44.16, 72.02)"
"Quay County, New Mexico",35037,"40.84 (37.78, 44.25)","43.23 (40.17, 46.35)","46.73 (43.91, 49.57)","53.76 (50.52, 57.08)","60.15 (56.52, 64.14)","64.76 (60.60, 69.37)","63.68 (59.16, 68.33)","65.98 (60.44, 71.28)","61.54 (40.73, 81.18)"
"Rio Arriba County, New Mexico",35039,"60.59 (56.63, 64.51)","62.93 (59.45, 66.53)","65.86 (62.53, 69.16)","72.88 (69.67, 76.66)","79.97 (76.23, 83.84)","82.85 (78.64, 87.10)","79.54 (75.39, 83.79)","80.70 (76.01, 85.51)","33.20 (22.05, 45.75)"
"Roosevelt County, New Mexico",35041,"42.74 (39.46, 46.26)","45.63 (42.60, 48.89)","51.02 (47.73, 54.31)","59.78 (56.31, 63.15)","70.54 (66.88, 74.65)","77.68 (73.13, 82.65)","79.03 (73.69, 84.02)","82.46 (77.02, 88.17)","92.91 (72.66, 113.98)"
"San Juan County, New Mexico",35045,"49.48 (46.61, 52.32)","51.13 (48.68, 53.95)","54.82 (52.24, 57.46)","59.77 (57.20, 62.41)","63.32 (60.66, 66.06)","65.92 (63.24, 68.95)","60.36 (57.65, 63.01)","61.76 (58.64, 64.86)","24.82 (15.80, 34.79)"
"San Miguel County, New Mexico",35047,"51.21 (47.92, 54.71)","53.23 (50.31, 56.41)","57.12 (54.12, 60.24)","63.82 (60.71, 67.10)","72.84 (69.47, 76.50)","76.31 (72.47, 80.17)","73.60 (69.71, 77.74)","76.63 (72.29, 81.21)","49.62 (36.31, 64.83)"
"Sandoval County, New Mexico",35043,"52.35 (49.36, 55.67)","49.98 (47.28, 52.81)","49.26 (46.63, 51.74)","51.97 (49.52, 54.68)","54.76 (52.33, 57.45)","56.50 (53.84, 59.18)","54.69 (52.23, 57.34)","55.64 (52.95, 58.25)","6.29 (-1.38, 15.01)"
